id,mode,level,level_name,prompt,tags,intensity,relationship_context,is_hidden,is_adult
long_053,long_game,,The Long Game,What is a way you have grown that you want me to recognize?,relationships|advanced,3,close_friends,false,false
long_054,long_game,,The Long Game,What is something I used to need from you that I may not need anymore?,relationships|advanced,2,dating,false,false
long_055,long_game,,The Long Game,What is something you used to need from me that may have changed?,relationships|advanced|change,3,all,false,false
long_056,long_game,,The Long Game,What is one thing you want us to be better at before life gets busier?,relationships|advanced,3,all,false,false
long_057,long_game,,The Long Game,What is one thing you want us to be better at before life gets more complicated?,relationships|advanced,2,couples,false,false
long_058,long_game,,The Long Game,What is something you hope never becomes normal between us?,relationships|advanced|hope,3,close_friends,false,false
long_059,long_game,,The Long Game,What is something you hope becomes more normal between us?,relationships|advanced|hope,3,dating,false,false
long_060,long_game,,The Long Game,What is one thing we should stop leaving to chance?,relationships|advanced,2,all,false,false
long_061,long_game,,The Long Game,What is one thing we should leave more room for?,relationships|advanced,3,all,false,false
long_062,long_game,,The Long Game,What is something I say that lands differently than I intend?,relationships|advanced,3,couples,false,false
long_063,long_game,,The Long Game,What is something you say that you wish I understood differently?,relationships|advanced,2,close_friends,false,false
long_064,long_game,,The Long Game,What is a moment when you felt I really had your back?,relationships|advanced,3,dating,false,false
long_065,long_game,,The Long Game,What is a moment when you wish I had your back more clearly?,relationships|advanced,3,all,false,false
long_066,long_game,,The Long Game,What is something I do that helps you trust me?,relationships|advanced|trust,2,all,false,false
long_067,long_game,,The Long Game,What is something that makes trust harder between us?,relationships|advanced|trust,3,couples,false,false
long_068,long_game,,The Long Game,What is one repair we have done well?,relationships|advanced,3,close_friends,false,false
long_069,long_game,,The Long Game,What is one repair we still owe each other?,relationships|advanced,2,dating,false,false
long_070,long_game,,The Long Game,What is something you forgive me for more than I know?,relationships|advanced|forgiveness,3,all,false,false
long_071,long_game,,The Long Game,What is something you hope I forgive you for more than you know?,relationships|advanced|forgiveness|hope,3,all,false,false
long_072,long_game,,The Long Game,What is a way we can make conflict less scary?,relationships|advanced|conflict,2,couples,false,false
long_073,long_game,,The Long Game,What is a way we can make honesty less expensive?,relationships|advanced|honesty,3,close_friends,false,false
long_074,long_game,,The Long Game,What is something we should not let politeness hide?,relationships|advanced,3,dating,false,false
long_075,long_game,,The Long Game,What is something we should not let pride hide?,relationships|advanced,2,all,false,false
long_076,long_game,,The Long Game,What is one way we are better together than apart?,relationships|advanced,3,all,false,false
long_077,long_game,,The Long Game,What is one way we need to preserve independence?,relationships|advanced,3,couples,false,false
long_078,long_game,,The Long Game,What is something about my future that you genuinely believe in?,relationships|advanced|future,2,couples,false,false
long_079,long_game,,The Long Game,What is something about your future that you want me to believe in more visibly?,relationships|advanced|future,3,couples,false,false
long_080,long_game,,The Long Game,What is one ambition of mine you want to understand better?,relationships|advanced|ambition,3,all,false,false
long_081,long_game,,The Long Game,What is one ambition of yours you want me to understand better?,relationships|advanced|ambition,2,all,false,false
long_082,long_game,,The Long Game,"What is something about money, work, or lifestyle we should talk about more honestly?",relationships|advanced|money|work|honesty,3,couples,false,false
long_083,long_game,,The Long Game,What is something about family or background that still shapes us more than we admit?,relationships|advanced|family,3,couples,false,false
long_084,long_game,,The Long Game,What is a lesson from your family that affects how you relate to me?,relationships|advanced|family,2,couples,false,false
long_085,long_game,,The Long Game,What is a lesson from my family that you notice in how I relate to you?,relationships|advanced|family|perception,3,couples,false,false
long_086,long_game,,The Long Game,What is one way you like being cared for that I might overlook?,relationships|advanced,3,all,false,false
long_087,long_game,,The Long Game,What is one way I like being cared for that you think I understate?,relationships|advanced,2,couples,false,false
long_088,long_game,,The Long Game,What is a version of us you hope we do not become?,relationships|advanced|hope,3,close_friends,false,false
long_089,long_game,,The Long Game,What is a version of us you hope we grow into?,relationships|advanced|hope,3,dating,false,false
long_090,long_game,,The Long Game,What is one thing we should make easier for each other?,relationships|advanced,2,all,false,false
long_091,long_game,,The Long Game,What is one thing we should challenge each other on more?,relationships|advanced,3,all,false,false
long_092,long_game,,The Long Game,What is something I can do this month that would make you feel supported?,relationships|advanced,3,couples,false,false
long_093,long_game,,The Long Game,What is something you can do this month that would make me feel supported?,relationships|advanced,2,close_friends,false,false
long_094,long_game,,The Long Game,What is a conversation we should have before it becomes urgent?,relationships|advanced,3,dating,false,false
long_095,long_game,,The Long Game,What is a decision we should not make on autopilot?,relationships|advanced,3,all,false,false
long_096,long_game,,The Long Game,What is something you are afraid might change between us?,relationships|advanced|change,2,all,false,false
long_097,long_game,,The Long Game,What is something you hope changes between us?,relationships|advanced|hope|change,3,couples,false,false
long_098,long_game,,The Long Game,What is one thing we each pretend is fine because it is easier?,relationships|advanced,3,close_friends,false,false
long_099,long_game,,The Long Game,What is something we are stronger at than we realize?,relationships|advanced,2,dating,false,false
long_100,long_game,,The Long Game,What is something we are weaker at than we admit?,relationships|advanced,3,all,false,false
long_101,long_game,,The Long Game,What is one way I can love or support you more accurately?,relationships|advanced|love,3,all,false,false
long_102,long_game,,The Long Game,What is one way you can love or support me more accurately?,relationships|advanced|love,2,couples,false,false
long_103,long_game,,The Long Game,What is one thing you wish I would ask you more often?,relationships|advanced,3,close_friends,false,false
long_104,long_game,,The Long Game,What is one thing you wish I would stop asking like a routine question?,relationships|advanced,3,dating,false,false
long_105,long_game,,The Long Game,What is a way we make each other feel safe?,relationships|advanced,2,all,false,false
long_106,long_game,,The Long Game,What is a way we accidentally make each other feel guarded?,relationships|advanced,3,all,false,false
long_107,long_game,,The Long Game,What is a moment when you felt proud to know me?,relationships|advanced,3,couples,false,false
long_108,long_game,,The Long Game,What is a moment when you felt grateful I knew you?,relationships|advanced|gratitude,2,close_friends,false,false
long_109,long_game,,The Long Game,What is one thing about us that still feels rare?,relationships|advanced,3,dating,false,false
long_110,long_game,,The Long Game,What is one thing about us that needs maintenance?,relationships|advanced,3,all,false,false
long_111,long_game,,The Long Game,What is something we should protect from other people’s opinions?,relationships|advanced,2,all,false,false
long_112,long_game,,The Long Game,What is something we should be willing to hear from people who care about us?,relationships|advanced,3,couples,false,false
long_113,long_game,,The Long Game,What is a habit of mine you have come to understand better over time?,relationships|advanced,3,close_friends,false,false
long_114,long_game,,The Long Game,What is a habit of yours you want me to understand with more generosity?,relationships|advanced,2,dating,false,false
long_115,long_game,,The Long Game,What is a story about us you think we tell ourselves too often?,relationships|advanced,3,all,false,false
long_116,long_game,,The Long Game,What is a better story we could tell about us?,relationships|advanced,3,all,false,false
long_117,long_game,,The Long Game,What is something you think I am still learning how to receive?,relationships|advanced,2,couples,false,false
long_118,long_game,,The Long Game,What is something you are still learning how to receive from me?,relationships|advanced,3,close_friends,false,false
long_119,long_game,,The Long Game,What is one way we have become more honest?,relationships|advanced|honesty,3,dating,false,false
long_120,long_game,,The Long Game,What is one way we still perform for each other?,relationships|advanced,2,all,false,false
long_121,long_game,,The Long Game,What is something that would make our ordinary days better?,relationships|advanced,3,all,false,false
long_122,long_game,,The Long Game,What is something that would make our hard days less lonely?,relationships|advanced,3,couples,false,false
long_123,long_game,,The Long Game,"What is a promise we should renew, not because it is broken but because it matters?",relationships|advanced,2,close_friends,false,false
long_124,long_game,,The Long Game,What is a promise we should stop making if we cannot keep it well?,relationships|advanced,3,dating,false,false
long_125,long_game,,The Long Game,What is a way we can make appreciation less rare?,relationships|advanced,3,all,false,false
long_126,long_game,,The Long Game,What is a way we can make resentment less likely?,relationships|advanced,2,all,false,false
long_127,long_game,,The Long Game,What is something I should know about how you experience distance?,relationships|advanced,3,couples,false,false
long_128,long_game,,The Long Game,What is something I should know about how you experience closeness?,relationships|advanced,3,close_friends,false,false
long_129,long_game,,The Long Game,What is one thing you need from me when we are not at our best?,relationships|advanced,2,dating,false,false
long_130,long_game,,The Long Game,What is one thing you want me to remember when you are not at your best?,relationships|advanced,3,all,false,false
long_131,long_game,,The Long Game,What is one way I have surprised you over time?,relationships|advanced,3,all,false,false
long_132,long_game,,The Long Game,What is one way you have surprised yourself in this relationship?,relationships|advanced,2,couples,false,false
long_133,long_game,,The Long Game,What is something we got right early without realizing it?,relationships|advanced,3,close_friends,false,false
long_134,long_game,,The Long Game,What is something we got wrong early that we can laugh about now?,relationships|advanced,3,dating,false,false
long_135,long_game,,The Long Game,What is one question we should ask each other every year?,relationships|advanced,2,all,false,false
long_136,long_game,,The Long Game,What is one question we should ask each other every month?,relationships|advanced,3,all,false,false
long_137,long_game,,The Long Game,What is one question we should ask each other after a hard week?,relationships|advanced,3,couples,false,false
long_138,long_game,,The Long Game,What is one question we should ask before making a big decision?,relationships|advanced,2,close_friends,false,false
long_139,long_game,,The Long Game,"What is one boundary that would make us closer, not farther apart?",relationships|advanced|boundaries,3,dating,false,false
long_140,long_game,,The Long Game,What is one boundary we already respect well?,relationships|advanced|boundaries,3,all,false,false
long_141,long_game,,The Long Game,What is a way we can be more direct without being careless?,relationships|advanced,2,all,false,false
long_142,long_game,,The Long Game,What is a way we can be more tender without avoiding the truth?,relationships|advanced|honesty,3,couples,false,false
long_143,long_game,,The Long Game,What is something you admire about how I handle pressure?,relationships|advanced,3,close_friends,false,false
long_144,long_game,,The Long Game,What is something you worry about in how I handle pressure?,relationships|advanced,2,dating,false,false
long_145,long_game,,The Long Game,What is something you admire about how I care for people?,relationships|advanced,3,all,false,false
long_146,long_game,,The Long Game,What is something you wish I understood about how you care for people?,relationships|advanced,3,all,false,false
long_147,long_game,,The Long Game,What is a way our friendship or relationship has shaped your standards?,relationships|advanced|friendship,2,close_friends,false,false
long_148,long_game,,The Long Game,What is a way knowing me has changed what you notice in people?,relationships|advanced|change|perception,3,close_friends,false,false
long_149,long_game,,The Long Game,What is something you want us to experience together before we get too used to routine?,relationships|advanced,3,dating,false,false
long_150,long_game,,The Long Game,What is something you want us to become better at saying no to?,relationships|advanced,2,all,false,false
long_151,long_game,,The Long Game,What is something you want us to become better at saying yes to?,relationships|advanced,3,all,false,false
long_152,long_game,,The Long Game,What is one thing we can do to keep curiosity alive?,relationships|advanced,3,couples,false,false
long_153,long_game,,The Long Game,What is one thing we can do to keep playfulness alive?,relationships|advanced,2,close_friends,false,false
long_154,long_game,,The Long Game,What is one thing we can do to keep respect visible?,relationships|advanced,3,dating,false,false
long_155,long_game,,The Long Game,What is one thing we can do to keep tenderness from becoming assumed?,relationships|advanced,3,all,false,false
long_156,long_game,,The Long Game,"What is one thing we can do to keep attraction, admiration, or delight from becoming background noise?",relationships|advanced|attraction,2,couples,false,false
long_157,long_game,,The Long Game,What is something you want me to notice about the person you are becoming?,relationships|advanced|perception,3,couples,false,false
long_158,long_game,,The Long Game,What is something you want to notice more about the person I am becoming?,relationships|advanced|perception,3,close_friends,false,false
long_159,long_game,,The Long Game,What is one way we can make room for both change and consistency?,relationships|advanced|change,2,dating,false,false
long_160,long_game,,The Long Game,What is one thing I know about you that you are glad I know?,relationships|advanced,3,all,false,false
long_161,long_game,,The Long Game,What is one thing you know about me that you think I forget you know?,relationships|advanced,3,all,false,false
long_162,long_game,,The Long Game,What is something you want us to stop keeping score about?,relationships|advanced,2,couples,false,false
long_163,long_game,,The Long Game,What is something you want us to start tracking with more care?,relationships|advanced,3,close_friends,false,false
long_164,long_game,,The Long Game,What is a way we unintentionally compete with each other?,relationships|advanced,3,dating,false,false
long_165,long_game,,The Long Game,What is a way we genuinely make each other better?,relationships|advanced,2,all,false,false
long_166,long_game,,The Long Game,What is something you want to ask me but hesitate because you think you know the answer?,relationships|advanced,3,all,false,false
long_167,long_game,,The Long Game,What is something you want me to ask you because the answer has changed?,relationships|advanced|change,3,couples,false,false
long_168,long_game,,The Long Game,What is a part of our relationship that feels mature?,relationships|advanced,2,close_friends,false,false
long_169,long_game,,The Long Game,What is a part of our relationship that still feels younger than it should?,relationships|advanced,3,dating,false,false
long_170,long_game,,The Long Game,What is one thing we should thank our past selves for?,relationships|advanced|past,3,all,false,false
long_171,long_game,,The Long Game,What is one thing our future selves might ask us to handle now?,relationships|advanced|future,2,couples,false,false
long_172,long_game,,The Long Game,What is something you want to repair before it becomes a story we repeat?,relationships|advanced,3,couples,false,false
long_173,long_game,,The Long Game,What is something you want to honor before it becomes something we take for granted?,relationships|advanced,3,close_friends,false,false
long_174,long_game,,The Long Game,What is a moment when I made your life easier?,relationships|advanced,2,dating,false,false
long_175,long_game,,The Long Game,What is a moment when I made your life more complicated but in a way that mattered?,relationships|advanced,3,all,false,false
long_176,long_game,,The Long Game,What is one place where you want more patience from me?,relationships|advanced,3,all,false,false
long_177,long_game,,The Long Game,What is one place where you want more courage from me?,relationships|advanced,2,couples,false,false
long_178,long_game,,The Long Game,What is one place where I may need more patience from you?,relationships|advanced,3,close_friends,false,false
long_179,long_game,,The Long Game,What is one place where I may need more courage from you?,relationships|advanced,3,dating,false,false
long_180,long_game,,The Long Game,What is something you think we are avoiding because we do not want to disappoint each other?,relationships|advanced,2,all,false,false
long_181,long_game,,The Long Game,What is something you think we should say out loud before it turns into resentment?,relationships|advanced,3,all,false,false
long_182,long_game,,The Long Game,What is something you would like to be able to joke about without it becoming a fight?,relationships|advanced,3,couples,false,false
long_183,long_game,,The Long Game,What is something you would like to talk about seriously without it becoming heavy?,relationships|advanced,2,close_friends,false,false
long_184,long_game,,The Long Game,What is one thing you hope we are still proud of ten years from now?,relationships|advanced|hope,3,dating,false,false
long_185,long_game,,The Long Game,What is one thing you hope we have outgrown ten years from now?,relationships|advanced|hope,3,all,false,false
long_186,long_game,,The Long Game,What is the most accurate thing you could say about us in one sentence?,relationships|advanced,2,all,false,false
long_187,long_game,,The Long Game,What is the kindest thing you could say about us in one sentence?,relationships|advanced,3,couples,false,false
long_188,long_game,,The Long Game,What is one thing you want to understand about me better than you do today?,relationships|advanced,3,close_friends,false,false
long_189,long_game,,The Long Game,What is one thing you want me to understand about you better than I do today?,relationships|advanced,2,dating,false,false
long_190,long_game,,The Long Game,What is a way I have become part of your ordinary life that still means something?,relationships|advanced,3,all,false,false
long_191,long_game,,The Long Game,What is a way you have become part of my ordinary life that I should appreciate more?,relationships|advanced,3,all,false,false
long_192,long_game,,The Long Game,What is something you want us to protect when things are good?,relationships|advanced,2,couples,false,false
long_193,long_game,,The Long Game,What is something you want us to remember when things are hard?,relationships|advanced,3,close_friends,false,false
long_194,long_game,,The Long Game,What is one thing we should do after this conversation because talking is not enough?,relationships|advanced,3,dating,false,false
long_195,long_game,,The Long Game,What is one thing we should revisit because the old answer may no longer be true?,relationships|advanced,2,all,false,false
long_196,long_game,,The Long Game,What is one part of our dynamic that deserves more gratitude than analysis?,relationships|advanced|gratitude,3,all,false,false
long_197,long_game,,The Long Game,What is one part of our dynamic that deserves more analysis than avoidance?,relationships|advanced,3,couples,false,false
long_198,long_game,,The Long Game,What is something we should make explicit before assumptions do the job badly?,relationships|advanced,2,close_friends,false,false
long_199,long_game,,The Long Game,What is one way we can stay generous with each other when we are tired?,relationships|advanced,3,dating,false,false
long_200,long_game,,The Long Game,What is one way we can make room for the versions of us we have not become yet?,relationships|advanced,3,all,false,false
afterdark_001,after_dark,4,After Dark,What is something you find attractive that you rarely admit out loud?,adult|spicy|attraction,4,all,true,true
afterdark_002,after_dark,4,After Dark,What kind of confidence is most attractive to you?,adult|spicy|attraction|confidence,4,all,true,true
afterdark_003,after_dark,4,After Dark,What is the difference between someone being hot and someone having chemistry with you?,adult|spicy|chemistry,4,all,true,true
afterdark_004,after_dark,4,After Dark,When do you feel most desirable?,adult|spicy,4,all,true,true
afterdark_005,after_dark,4,After Dark,What is a green flag that instantly makes someone more attractive?,adult|spicy|attraction|green flags,4,all,true,true
afterdark_006,after_dark,4,After Dark,What is something romantic that would probably work embarrassingly well on you?,adult|spicy|work|romance,4,all,true,true
afterdark_007,after_dark,4,After Dark,What is a non-obvious turn-on for you?,adult|spicy,4,all,true,true
afterdark_008,after_dark,4,After Dark,What is a non-obvious turn-off for you?,adult|spicy,4,all,true,true
afterdark_009,after_dark,4,After Dark,What is something you wish people were better at communicating in intimate situations?,adult|spicy|intimacy,4,all,true,true
afterdark_010,after_dark,4,After Dark,"What is one boundary that makes intimacy better, not worse?",adult|spicy|boundaries|intimacy,4,all,true,true
afterdark_011,after_dark,4,After Dark,What is a flirtation style that actually works on you?,adult|spicy|work|flirtation,4,all,true,true
afterdark_012,after_dark,4,After Dark,What is a flirtation style that makes you want to leave immediately?,adult|spicy|flirtation,4,all,true,true
afterdark_013,after_dark,4,After Dark,What makes someone feel safe enough to be bold with?,adult|spicy,4,all,true,true
afterdark_014,after_dark,4,After Dark,What makes someone feel exciting enough to take seriously?,adult|spicy,4,all,true,true
afterdark_015,after_dark,4,After Dark,What is something you want someone to notice before making a move?,adult|spicy|perception,4,all,true,true
afterdark_016,after_dark,4,After Dark,What is something that makes a kiss memorable?,adult|spicy|physicality,4,all,true,true
afterdark_017,after_dark,4,After Dark,What is something that makes physical chemistry disappear quickly?,adult|spicy|chemistry,4,all,true,true
afterdark_018,after_dark,4,After Dark,What is something that makes physical chemistry build slowly?,adult|spicy|chemistry,4,all,true,true
afterdark_019,after_dark,4,After Dark,What is a compliment about attraction that would actually land with you?,adult|spicy|attraction|compliments,4,all,true,true
afterdark_020,after_dark,4,After Dark,What is a compliment that would make you suspicious?,adult|spicy|compliments,4,all,true,true
afterdark_021,after_dark,4,After Dark,What is a romantic gesture that sounds cheesy but would work on you?,adult|spicy|work|romance,4,all,true,true
afterdark_022,after_dark,4,After Dark,What is a romantic gesture that sounds good in theory but not for you?,adult|spicy|romance,4,all,true,true
afterdark_023,after_dark,4,After Dark,What is your most underrated attractive quality?,adult|spicy|attraction,4,all,true,true
afterdark_024,after_dark,4,After Dark,What is your most overrated attractive quality?,adult|spicy|attraction,4,all,true,true
afterdark_025,after_dark,4,After Dark,What is something people might misread about your dating style?,adult|spicy|dating,4,all,true,true
afterdark_026,after_dark,4,After Dark,What is something people might underestimate about your romantic side?,adult|spicy|romance,4,all,true,true
afterdark_027,after_dark,4,After Dark,What is a situation where you become more flirtatious than usual?,adult|spicy|flirtation,4,all,true,true
afterdark_028,after_dark,4,After Dark,What is a situation where you become more guarded than usual?,adult|spicy,4,all,true,true
afterdark_029,after_dark,4,After Dark,What is something that makes someone feel instantly more mature romantically?,adult|spicy|romance,4,all,true,true
afterdark_030,after_dark,4,After Dark,What is something that makes someone feel instantly less mature romantically?,adult|spicy|romance,4,all,true,true
afterdark_031,after_dark,4,After Dark,What is the hottest form of emotional intelligence?,adult|spicy,4,all,true,true
afterdark_032,after_dark,4,After Dark,What is the least sexy communication habit?,adult|spicy|sex|communication,4,all,true,true
afterdark_033,after_dark,4,After Dark,What is a question you wish people asked before assuming what you want?,adult|spicy,4,all,true,true
afterdark_034,after_dark,4,After Dark,What is a question you wish more people asked after intimacy?,adult|spicy|intimacy,4,all,true,true
afterdark_035,after_dark,4,After Dark,What is something that makes you feel respected while flirting?,adult|spicy|flirtation,4,all,true,true
afterdark_036,after_dark,4,After Dark,What is something that makes flirting feel performative?,adult|spicy|flirtation,4,all,true,true
afterdark_037,after_dark,4,After Dark,What is a kind of eye contact that works on you?,adult|spicy|work,4,all,true,true
afterdark_038,after_dark,4,After Dark,What is a kind of attention that feels too intense too quickly?,adult|spicy,4,all,true,true
afterdark_039,after_dark,4,After Dark,What is something you want to be teased about playfully?,adult|spicy,4,all,true,true
afterdark_040,after_dark,4,After Dark,What is something you do not want anyone to tease you about?,adult|spicy,4,all,true,true
afterdark_041,after_dark,4,After Dark,What is the difference between playful tension and actual pressure?,adult|spicy,4,all,true,true
afterdark_042,after_dark,4,After Dark,What is the difference between confidence and entitlement?,adult|spicy|confidence,4,all,true,true
afterdark_043,after_dark,4,After Dark,What is the difference between desire and validation-seeking?,adult|spicy|desire,4,all,true,true
afterdark_044,after_dark,4,After Dark,What is the difference between mystery and avoidance?,adult|spicy,4,all,true,true
afterdark_045,after_dark,4,After Dark,What is something that makes slow-burn attraction powerful?,adult|spicy|attraction,4,all,true,true
afterdark_046,after_dark,4,After Dark,What is something that makes instant attraction dangerous?,adult|spicy|attraction,4,all,true,true
afterdark_047,after_dark,4,After Dark,What is a romantic risk you respect even when it does not work?,adult|spicy|work|romance,4,all,true,true
afterdark_048,after_dark,4,After Dark,What is a romantic risk you think people take too casually?,adult|spicy|romance,4,all,true,true
afterdark_049,after_dark,4,After Dark,What is something you have become more honest about wanting?,adult|spicy|honesty,4,all,true,true
afterdark_050,after_dark,4,After Dark,What is something you have become less willing to tolerate?,adult|spicy,4,all,true,true
afterdark_051,after_dark,4,After Dark,What is a dating lesson you wish you had learned earlier?,adult|spicy|dating,4,all,true,true
afterdark_052,after_dark,4,After Dark,What is an intimacy lesson you wish more people learned earlier?,adult|spicy|intimacy,4,all,true,true
afterdark_053,after_dark,4,After Dark,What is a moment when someone made you feel genuinely wanted?,adult|spicy,4,all,true,true
afterdark_054,after_dark,4,After Dark,What is a moment when someone made you feel like a prize instead of a person?,adult|spicy,4,all,true,true
afterdark_055,after_dark,4,After Dark,What is a small act of consideration that feels surprisingly attractive?,adult|spicy|attraction,4,all,true,true
afterdark_056,after_dark,4,After Dark,What is a small act of care that makes intimacy easier?,adult|spicy|intimacy,4,all,true,true
afterdark_057,after_dark,4,After Dark,What is a small act of care that people mistake for romance but is not enough?,adult|spicy,4,all,true,true
afterdark_058,after_dark,4,After Dark,What is something you need to feel emotionally safe with someone?,adult|spicy,4,all,true,true
afterdark_059,after_dark,4,After Dark,What is something you need to feel physically comfortable with someone?,adult|spicy|comfort,4,all,true,true
afterdark_060,after_dark,4,After Dark,What is something you wish a partner could ask without making it awkward?,adult|spicy,4,all,true,true
afterdark_061,after_dark,4,After Dark,What is something you wish you could ask without making it awkward?,adult|spicy,4,all,true,true
afterdark_062,after_dark,4,After Dark,What is something you are shy about even when you seem confident?,adult|spicy,4,all,true,true
afterdark_063,after_dark,4,After Dark,What is something you are confident about even if you do not say it?,adult|spicy,4,all,true,true
afterdark_064,after_dark,4,After Dark,What is a kind of boldness you admire?,adult|spicy,4,all,true,true
afterdark_065,after_dark,4,After Dark,What is a kind of boldness that makes you uncomfortable?,adult|spicy|comfort,4,all,true,true
afterdark_066,after_dark,4,After Dark,What is something you think people get wrong about desire?,adult|spicy|desire,4,all,true,true
afterdark_067,after_dark,4,After Dark,What is something you think people get wrong about commitment?,adult|spicy,4,all,true,true
afterdark_068,after_dark,4,After Dark,What is something you think people get wrong about casual dating?,adult|spicy|dating,4,all,true,true
afterdark_069,after_dark,4,After Dark,What is something you think people get wrong about long-term attraction?,adult|spicy|attraction,4,all,true,true
afterdark_070,after_dark,4,After Dark,What is a reason someone becomes more attractive over time?,adult|spicy|attraction,4,all,true,true
afterdark_071,after_dark,4,After Dark,What is a reason someone becomes less attractive over time?,adult|spicy|attraction,4,all,true,true
afterdark_072,after_dark,4,After Dark,"What is an outfit, scent, or detail that can quietly change the mood?",adult|spicy|change,4,all,true,true
afterdark_073,after_dark,4,After Dark,What is a mood that makes you feel more open to romance?,adult|spicy,4,all,true,true
afterdark_074,after_dark,4,After Dark,What is a mood that makes you want distance instead?,adult|spicy,4,all,true,true
afterdark_075,after_dark,4,After Dark,What is a line between privacy and secrecy in dating?,adult|spicy|dating,4,all,true,true
afterdark_076,after_dark,4,After Dark,What is a line between independence and emotional distance?,adult|spicy,4,all,true,true
afterdark_077,after_dark,4,After Dark,What is a line between being desired and being objectified?,adult|spicy|desire,4,all,true,true
afterdark_078,after_dark,4,After Dark,What is a line between spontaneous and inconsiderate?,adult|spicy,4,all,true,true
afterdark_079,after_dark,4,After Dark,What is something you would want someone to know before dating you seriously?,adult|spicy|dating,4,all,true,true
afterdark_080,after_dark,4,After Dark,What is something you would want someone to know before getting physically close to you?,adult|spicy,4,all,true,true
afterdark_081,after_dark,4,After Dark,What is something that helps you relax on a date?,adult|spicy|dating,4,all,true,true
afterdark_082,after_dark,4,After Dark,What is something that makes you overthink on a date?,adult|spicy|dating,4,all,true,true
afterdark_083,after_dark,4,After Dark,What is a date idea that would make you feel genuinely understood?,adult|spicy|dating,4,all,true,true
afterdark_084,after_dark,4,After Dark,"What is a date idea that would make you think, they get me?",adult|spicy|dating,4,all,true,true
afterdark_085,after_dark,4,After Dark,"What is a date idea that would make you think, they absolutely do not get me?",adult|spicy|dating,4,all,true,true
afterdark_086,after_dark,4,After Dark,What is something you find attractive in someone’s voice?,adult|spicy|attraction,4,all,true,true
afterdark_087,after_dark,4,After Dark,"What is something you find attractive in someone’s hands, posture, or presence?",adult|spicy|attraction,4,all,true,true
afterdark_088,after_dark,4,After Dark,What is something you find attractive in how someone listens?,adult|spicy|attraction,4,all,true,true
afterdark_089,after_dark,4,After Dark,What is something you find attractive in how someone disagrees?,adult|spicy|attraction,4,all,true,true
afterdark_090,after_dark,4,After Dark,What is a way someone can make consent feel natural instead of awkward?,adult|spicy|consent,4,all,true,true
afterdark_091,after_dark,4,After Dark,What is a way someone can check in without killing the mood?,adult|spicy,4,all,true,true
afterdark_092,after_dark,4,After Dark,What is a way someone can make space for a no without taking it personally?,adult|spicy,4,all,true,true
afterdark_093,after_dark,4,After Dark,What is a way someone can make a yes feel more enthusiastic?,adult|spicy,4,all,true,true
afterdark_094,after_dark,4,After Dark,What is something you wish more people understood about pacing?,adult|spicy,4,all,true,true
afterdark_095,after_dark,4,After Dark,What is something you wish more people understood about anticipation?,adult|spicy,4,all,true,true
afterdark_096,after_dark,4,After Dark,"What is something you wish more people understood about aftercare, even outside of sex?",adult|spicy|sex,4,all,true,true
afterdark_097,after_dark,4,After Dark,What is something you wish more people understood about emotional timing?,adult|spicy,4,all,true,true
afterdark_098,after_dark,4,After Dark,What is a time when patience made someone more attractive?,adult|spicy|attraction,4,all,true,true
afterdark_099,after_dark,4,After Dark,What is a time when impatience made someone less attractive?,adult|spicy|attraction,4,all,true,true
afterdark_100,after_dark,4,After Dark,What is a kind of chemistry that is fun but not sustainable?,adult|spicy|chemistry,4,all,true,true
afterdark_101,after_dark,4,After Dark,What is a kind of chemistry that is quieter but more promising?,adult|spicy|chemistry,4,all,true,true
afterdark_102,after_dark,4,After Dark,What is a sign that someone is good at making another person comfortable?,adult|spicy|comfort,4,all,true,true
afterdark_103,after_dark,4,After Dark,What is a sign that someone is mostly trying to impress themselves?,adult|spicy,4,all,true,true
afterdark_104,after_dark,4,After Dark,What is something that makes you feel pursued in a good way?,adult|spicy,4,all,true,true
afterdark_105,after_dark,4,After Dark,What is something that makes you feel pressured in a bad way?,adult|spicy,4,all,true,true
afterdark_106,after_dark,4,After Dark,What is your most underrated dating green flag?,adult|spicy|dating|green flags,4,all,true,true
afterdark_107,after_dark,4,After Dark,What is your most underrated dating yellow flag?,adult|spicy|dating,4,all,true,true
afterdark_108,after_dark,4,After Dark,What is a red flag you have learned not to negotiate with?,adult|spicy|red flags,4,all,true,true
afterdark_109,after_dark,4,After Dark,What is a yellow flag that depends entirely on context?,adult|spicy,4,all,true,true
afterdark_110,after_dark,4,After Dark,What is a romantic opinion you have that might divide the room?,adult|spicy|romance,4,all,true,true
afterdark_111,after_dark,4,After Dark,What is a sexual or intimacy opinion you have that is more thoughtful than spicy?,adult|spicy|sex|intimacy,4,all,true,true
afterdark_112,after_dark,4,After Dark,What is something you used to think was attractive but now find exhausting?,adult|spicy|attraction,4,all,true,true
afterdark_113,after_dark,4,After Dark,What is something you used to find intimidating but now find attractive?,adult|spicy|dating|attraction,4,all,true,true
afterdark_114,after_dark,4,After Dark,What is a way someone can be direct without being crude?,adult|spicy,4,all,true,true
afterdark_115,after_dark,4,After Dark,What is a way someone can be playful without being unserious?,adult|spicy,4,all,true,true
afterdark_116,after_dark,4,After Dark,What is a way someone can be sensual without being performative?,adult|spicy,4,all,true,true
